CUOC,Descripcion_CUOC
26214,"Investigan, planifican, gestionan, implementan y evalúan procesos y proyectos museológicos, de exposiciones y de entidades museales desde la relación entre patrimonio, comunidades y territorios para posterior divulgación; asesoran acerca de adquisiciones, registrando y administrando colecciones determinando su valor patrimonial cultural desde la investigación y la implementación de metodologías y herramientas de la museología y la museografía. Sociabilizan y ponen en circulación información y experiencias sobre contenidos referidos al patrimonio cultural. Se pueden desempeñar en instituciones museales, galerías de arte y exposiciones, entre otros."
26215,"Protegen, gestionan, documentan, investigan, valoran, conservan, mantienen, restauran y divulgan los bienes muebles, objetos, elementos y piezas de museos, galerías, bibliotecas, archivos, colecciones privadas y públicas, contextos urbanos, arqueológicos, paleontológicos o sumergidos, así como bienes muebles relacionados con inmuebles. Se pueden desempeñar en instituciones museales, galerías de arte, exposiciones, instituciones gubernamentales, empresas privadas, organizaciones custodias del patrimonio cultural, entre otros."
26216,"Documentan, investigan, valoran, protegen, conservan, intervienen, gestionan y divulgan el patrimonio cultural inmueble arquitectónico y urbano, teniendo en cuenta los materiales, elementos, piezas y técnicas constructivas que hacen parte de este. Se pueden desempeñar en instituciones gubernamentales, empresas privadas, entre otros."
26219,"Esta ocupación abarca a Otros archivistas, curadores de arte y restauradores no clasificados en otras ocupaciones del Grupo Primario 2621: Archivistas, curadores de arte y restauradores. Por ejemplo, incluye aquellos que desarrollan y asesoran líneas temáticas de exposiciones, eventos o muestras; tramitan permisos, licencias, préstamos y adquisiciones; controlan el inventario de registros; evalúan adquisiciones y convocan expertos; investigan, recopilan, evalúan, catalogan y garantizan la custodia, y la preservación de bienes que tengan valor histórico o científico. Se pueden desempeñar en instituciones gubernamentales, empresas privadas, entre otros."
26220,"Recopilan, seleccionan, organizan, catalogan y conservan obras literarias, colecciones de la biblioteca y otros repositorios de información; organizan y controlan los servicios de bibliotecas y asesoran a usuarios; generan contenidos, estructuran y participan en actividades de promoción y fomento a la lectura, así como gestionan unidades de información. Se pueden desempeñar en bibliotecas, unidades de información o departamentos especializados dentro de bibliotecas, entre otros."
26310,"Desarrollan y orientan investigaciones y modelos para ilustrar y pronosticar comportamientos y patrones económicos, hacen estudios y caracterización del mercado inmobiliario urbano y rural; analizan información y preparan informes y planes para resolver problemas económicos, empresariales, comerciales e industriales. Prestan asesoramiento a empresas, grupos de interés y entidades gubernamentales para formular soluciones de problemas económicos o de negocios actuales o proyectados, sostenibilidad fiscal y tributaria de entes territoriales, Se pueden desempeñar en entidades del gobierno, empresas industriales, financieras, de comercio internacional, agrícolas, aduaneras, firmas de consultoría, entre otros."
26320,"Investigan y describen la estructura, el origen y la evolución de las sociedades, la realidad pluriétnica y multicultural, así como la diversidad cultural y la interdependencia entre las condiciones ambientales y las actividades humanas. Asimismo, ofrecen asesoramiento sobre la aplicación práctica de los resultados de sus actividades en la formulación de las políticas económicas y sociales. Se pueden desempeñar en organizaciones de consultoría, fundaciones, universidades, museos, entidades del sector público y privado, entre otros."
26330,"Investigan sobre la naturaleza de la experiencia, la existencia, el origen y la evolución de la humanidad, las etapas o los aspectos de la historia humana y las estructuras, los movimientos y los comportamientos políticos, sociales y culturales. Estos profesionales documentan y divulgan sus resultados a fin de que sirvan para sustentar y guiar acciones políticas e individuales. Se pueden desempeñar en firmas de consultoría, empresas particulares, museos, entidades gubernamentales, entre otros."
26340,"Investigan y estudian los procesos mentales y el comportamiento de los seres humanos como individuos o en grupos, para asesorar y promover la adaptación y el desarrollo personal, social, educativo, profesional y laboral de las personas; diagnostican comportamientos, desórdenes psicológicos, trastornos emocionales y mentales, realizan intervenciones a los pacientes, instituciones y comunidades en terapias o tratamientos según el tipo de problema que presenten. Diseñan y aplican instrumentos y técnicas de evaluación psicológica y procesos de selección. Se pueden desempeñar en consultorios privados, clínicas, hospitales, centros de rehabilitación, colegios, universidades, organizaciones públicas y privadas, entre otros."
26351,"Brindan asesoramiento, terapia y orientación a las personas, las familias, los grupos, las comunidades y las organizaciones con el objeto de superar dificultades sociales y personales de adaptación y funcionamiento de su entorno. De esta forma, ayudan a las personas a desarrollar competencias y acceder a los recursos y servicios de apoyo que necesitan para afrontar los problemas derivados del desempleo, pobreza, discapacidad, adicciones, comportamiento criminal y delictivo, dificultades conyugales y otros problemas. También orientan, educan, coordinan, gestionan y planifican la ayuda a las comunidades y personas en detrimento social y económico para salir de su condición de necesidad y remiten a otros servicios sociales de apoyo, de tal manera que les permita su propio desarrollo como persona y luego traducirlo al trabajo dentro de su propia comunidad. Se pueden desempeñar en hospitales, centros de rehabilitación, universidades, empresas y organizaciones de bienestar, organizaciones no gubernamentales, entre otros."
26352,"Ejecutan o desarrollan estrategias de administración y procuración de fondos, recursos o donaciones de distintos tipos de organizaciones para financiar proyectos o iniciativas, las operaciones de la empresa o generar alianzas y relaciones con otras organizaciones o individuos. Se pueden desempeñar en fundaciones sin ánimo de lucro, organizaciones del gobierno, en empresas que utilizan la procuración de fondos como fuente adicional de ingresos, consultoras, entre otros."
